sim_id,capacity_norm,seal_risk_norm,heterogeneity_norm,suitability_score,poro_mean,logk_mean,caprock_margin_peak,rank
341,0.7434155672697108,0.4058282090426048,0.4042394391400791,83.35,0.2940155267715454,1.6723135351236107,0.5775082916007397,25
450,0.6431273041664322,0.27221062925792733,0.35883839531218475,83.17,0.28838756680488586,1.589912679396013,0.5293826089669434,26
777,0.763936522637788,0.42430723603410275,0.4420752394178217,82.83,0.29516711831092834,1.6910096522847975,0.5841639711139243,27
728,0.7838786151050291,0.47547992616440476,0.4202212637781126,82.65,0.2962862253189087,1.7105512102643403,0.6025950836119739,28
50,0.6608399778651324,0.44420772664033104,0.1637513891972405,82.5,0.28938156366348267,1.6103027121604963,0.5913316259742768,29
888,0.7356651772010864,0.3745560095185314,0.47898874839062,81.64,0.2935805916786194,1.6714170720112635,0.5662448339630427,30
277,0.8582768366682564,0.6119404331785433,0.4308801561801162,81.58,0.3004612922668457,1.7674859863371202,0.6517447169401062,31
977,0.8202359848794637,0.48969456231171066,0.5597530851968477,80.11,0.2983265221118927,1.7359177548068125,0.6077148370836543,32
116,0.635555352569992,0.2935325834788863,0.41640332662269325,79.24,0.2879626452922821,1.5828326946243865,0.537062239174464,33
315,0.8294526506079123,0.5764038428102779,0.4780834687627924,79.19,0.29884374141693115,1.7433694959236787,0.638945333260905,34
484,0.7062695631762473,0.49680188038536377,0.294412482350385,79.01,0.2919309735298157,1.6451918164560344,0.6102747138194945,35
132,0.6730720413467431,0.346126737223919,0.45373685175012474,78.42,0.29006800055503845,1.6154823305219983,0.5560053270196817,36
105,0.6322892912487613,0.2523101386516987,0.4931171615736792,78.4,0.2877793610095978,1.581514455736949,0.5222149541065908,37
574,0.9787100597875095,0.7242360587422615,0.657073013902847,78.19,0.3072197437286377,1.8585167385053771,0.6921907693663817,38
159,0.6720449579979203,0.2515994068443334,0.6043756832933918,78.01,0.29001036286354065,1.6119885775671465,0.5219589664330068,39
784,0.9299974190149559,0.7014926409065719,0.582255765612682,77.72,0.30448609590530396,1.822228577201421,0.683999163811693,40
619,0.7657819800510036,0.4541579719434455,0.558474840698564,77.15,0.2952706813812256,1.69224484469383,0.5949154534044532,41
554,0.8867223720420903,0.7896233850198697,0.366113686669456,76.84,0.3020575940608978,1.7928668509674823,0.7157416353361118,42
832,0.8010315443106274,0.4783228533938658,0.6233451029734043,76.68,0.29724881052970886,1.7171833781207202,0.6036190343063099,43
292,0.7176959981986212,0.5024877348442862,0.3843938104197168,76.48,0.2925722002983093,1.6519491220342364,0.6123226152081667,44
221,0.4899362825955575,0.2395169661191232,0.21764007554907341,76.18,0.27979081869125366,1.4600267502902513,0.5176071759820784,45
799,0.7861547677591421,0.5820896972692006,0.45010496635456343,75.97,0.29641395807266235,1.711172022781542,0.6409932346495772,46
932,0.8130171927592217,0.5891970153428534,0.5177920608871611,75.56,0.29792141914367676,1.7289315986345093,0.6435531113854174,47
141,0.7453337808456921,0.4541579719434455,0.5554233980329764,75.41,0.29412317276000977,1.673957804119003,0.5949154534044532,48
33,0.7923093018488563,0.4541579719434455,0.6750567253296766,75.33,0.29675933718681335,1.7096156124207533,0.5949154534044532,49
184,0.5839457419588509,0.21890574370552926,0.5107759284338124,75.19,0.2850664258003235,1.5398585147565929,0.5101835334481417,50
957,0.515552824691636,0.16133646730893964,0.43783857813387933,74.77,0.28122836351394653,1.4806801856621905,0.48944853188783594,51
407,0.6844692676906344,0.30490429239673145,0.6470683173879367,74.68,0.2907075881958008,1.6202779617924636,0.5411580419518085,52
26,0.7759094254812262,0.492537489541172,0.606668060619281,74.23,0.29583901166915894,1.6957165058433785,0.6087387877779904,53
873,0.475814152082685,0.12295660267419785,0.4155889194979445,74.06,0.27899831533432007,1.4484262157649734,0.4756250725203175,54
165,0.876170073106667,0.7356077676601064,0.4984070394750584,74.03,0.3014654219150543,1.780009278302746,0.696286572143726,55
761,0.7991738723591372,0.5934614061870453,0.5236371870093666,73.86,0.2971445620059967,1.715256082634062,0.6450890374269216,56
175,0.6927889614562279,0.4058282090426048,0.5393680355755083,73.85,0.2911744713783264,1.627833936302781,0.5775082916007397,57
386,0.82474952230534,0.6560058052351923,0.5065969776494557,73.4,0.2985798120498657,1.739503015733764,0.6676159527023156,58
982,0.4879612448632556,0.05188342193766722,0.5729096794074079,73.32,0.2796799838542938,1.4529039646214437,0.4500263051619152,59
